today,consent,Q7_A,Q7_B,Q7_C,Q7_D,Q7_E,Q7_F,Q7_other,Q7_dk,Q7_skip,Q7_other_input,Q8_A,Q8_B,Q8_C,Q8_D,Q8_E,Q8_F,Q8_G,Q8_other,Q8_dk,Q8_skip,Q8_other_input,Q9_A,Q9_B,Q9_C,Q9_D,Q9_E,Q9_F,Q9_other,Q9_dk,Q9_skip,Q9_other_input,Q10_A,Q10_B,Q10_C,Q10_D,Q10_E,Q10_F,Q10_G,Q10_other,Q10_dk,Q10_skip,Q10_other_input,Q11,Q12_A,Q12_B,Q12_C,Q12_D,Q12_E,Q12_F,Q12_other,Q12_dk,Q12_skip,Q12_other_input,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13_G,Q13_other,Q13_dk,Q13_skip,Q13_other_input,Q14,Q15_A,Q15_B,Q15_C,Q15_D,Q15_other,Q15_dk,Q15_skip,Q15_other_input,Q16,Q16_other_input,Q17_A,Q17_B,Q17_none,Q17_skip,Q18,Q19,Q20_A,Q20_B,Q20_C,Q20_other,Q20_dk,Q20_skip,Q20_other_input,Q21_A,Q21_B,Q21_C,Q21_other,Q21_dk,Q21_skip,Q21_other_input,Q22,Q23,Q24_A,Q24_B,Q24_C,Q24_D,Q24_other,Q24_dk,Q24_skip,Q24_other_input,Q25,Q26_A,Q26_B,Q26_C,Q26_D,Q26_E,Q26_F,Q26_G,Q26_H,Q26_other,Q26_skip,Q26_other_input,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,meta_instanceID,_uuid,_submission_time
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Purified,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uuid:0c3f2acf-1dee-4b63-b41d-b0db6a71ef57,0c3f2acf-1dee-4b63-b41d-b0db6a71ef57,2014-06-18T03:57:19
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Tuberculosis,Ubo,Fever,Diarrhea,uuid:07e21075-dcb9-4a7e-8d41-9efde29af265,07e21075-dcb9-4a7e-8d41-9efde29af265,2014-06-18T03:57:20
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Drinking purified water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,nutrition month,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Tuberculosis,Malnutrition,Dengue,Pneumonia,Fever,uuid:417a7804-7424-43ef-be61-1c4daf7d9897,417a7804-7424-43ef-be61-1c4daf7d9897,2014-06-18T03:57:21
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Drinking mineral water,C,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Dengue,Dehydration,Cough,Fever,Tuberculosis,uuid:bb08523f-ef8e-43d7-9a3f-9be058ddee64,bb08523f-ef8e-43d7-9a3f-9be058ddee64,2014-06-18T03:57:22
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dengue,Fever,Diarrhea,Cough,Malnutrition,uuid:122a1218-5b7e-43ae-a132-3ac85735e57f,122a1218-5b7e-43ae-a132-3ac85735e57f,2014-06-18T03:57:22
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Ask medicine from health center,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Diarrhea and vomiting,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Big stomach,no,Can't walk anymore,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Hypertension,999,999,999,999,uuid:7f956219-63f6-4078-bc12-34bbfc427535,7f956219-63f6-4078-bc12-34bbfc427535,2014-06-18T03:57:59
6/18/14,OK,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,9,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,no,Busy with the store and baby,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo,Sipon,Hypertension,DM,999,uuid:8706444c-4a6d-4d45-9611-71240fbc6256,8706444c-4a6d-4d45-9611-71240fbc6256,2014-06-18T03:57:59
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Hypertension,Cough and colds,999,999,999,uuid:669c7ba1-d708-46fb-92b2-eb9d0ca8a199,669c7ba1-d708-46fb-92b2-eb9d0ca8a199,2014-06-18T03:58:00
6/18/14,OK,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,Busy with family,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Kidney problem,Diabetes Mellitus,Cough and colds,Stress,999,uuid:b12ad6b6-afee-4a8f-8a76-42aceb5ee43d,b12ad6b6-afee-4a8f-8a76-42aceb5ee43d,2014-06-18T03:58:00
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Mineral water,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,Busy with work,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Cough and colds,999,999,999,999,uuid:e0f12a42-7297-4731-abf1-ed25a77c0d80,e0f12a42-7297-4731-abf1-ed25a77c0d80,2014-06-18T03:58:01
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Give pills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No appetite,yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Nets,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,TRUE,FALSE,FALSE,999,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Whatever is available,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo,Sipon,Lagnat,n/a,n/a,uuid:c2843198-732e-400f-a1e9-66a2db2ebb93,c2843198-732e-400f-a1e9-66a2db2ebb93,2014-06-18T04:00:39
6/18/14,OK,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Keep it clean and dry,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Nets,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,TRUE,FALSE,FALSE,9,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Kahit ano,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Lagnat,Ubo,Sipon,Sakit ulo,n/a,uuid:c4602350-135d-48db-ac14-42ae5dbfce99,c4602350-135d-48db-ac14-42ae5dbfce99,2014-06-18T04:00:40
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Bago o mtulog,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eating,yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Skinny,yes,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Fever,Ubo,Dipon,Pagtatae,n/a,uuid:340895af-b394-43d9-af89-6a9ebfe9ca85,340895af-b394-43d9-af89-6a9ebfe9ca85,2014-06-18T04:00:40
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Medicine,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Spray,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,yes,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo,Pagtatae,Lagnat,Psgtatae,n/a,uuid:3c10440e-e4e2-4041-bb8f-d9616fd8ced2,3c10440e-e4e2-4041-bb8f-d9616fd8ced2,2014-06-18T04:00:41
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Avoid smoking and have enough rest,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Phlegm,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Big stomach,no,Working,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Ubo at sipon,Pagtatae,Dengue,Dental problems,TB,uuid:44d5de4b-8aa4-43ee-a2e7-dc5c9c92400d,44d5de4b-8aa4-43ee-a2e7-dc5c9c92400d,2014-06-18T04:04:07
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Take care one's self,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pale skin,yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Pale,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Pagtatae,TB,Dengue,Lagnat,Ubo,uuid:909dbb3e-1b84-43ee-ac50-cb4293b6dc6e,909dbb3e-1b84-43ee-ac50-cb4293b6dc6e,2014-06-18T04:04:08
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Avoid over exposure to hot and cold,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Frequent coughing,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Pale skin,no,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,999,999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Weak and sleepy,no,Walang imbitasyon,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,TB,Dengue,Diarrhea,Malnutrition,Personal hygiene,uuid:ec1c67e0-d5d5-4dcd-a0e1-60a0c1f27c73,ec1c67e0-d5d5-4dcd-a0e1-60a0c1f27c73,2014-06-18T04:04:09
6/18/14,OK,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Vitamins and avoid over exposure to hot and cold. Protection from rain.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,no,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,TRUE,FALSE,36,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,no,Not familiar in the place,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Garbage disposal,Dengue,Animal waste,NONE,NONE,uuid:21b624cd-6b9b-45d0-94c2-4425d78982d9,21b624cd-6b9b-45d0-94c2-4425d78982d9,2014-06-18T04:04:10
6/18/14,OK,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Avoid over exposure to hot and cold,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Productive cough more than 1 week,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,yes,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,no,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,A,n/a,FALSE,FALSE,FALSE,TRUE,999,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Thin,no,Busy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Drainage,Garbage,NONE,NONE,NONE,uuid:43c4aae0-cbbd-406c-9049-35cb32b383de,43c4aae0-cbbd-406c-9049-35cb32b383de,2014-06-18T04:04:11
